Symbol,Last_Price,Industry,Sector
AHR,51.8,REIT - Healthcare Facilities,Real Estate
THR,51.69,Specialty Industrial Machinery,Industrials
FROG,51.68,Software - Application,Technology
SON,51.67,Packaging & Containers,Consumer Cyclical
ELVR,51.67,Other Industrial Metals & Mining,Basic Materials
SW,51.56,Packaging & Containers,Consumer Cyclical
FOX,51.56,Entertainment,Communication Services
CET,51.51,Asset Management,Financial Services
CGON,51.5,Biotechnology,Healthcare
EMA,51.47,Utilities - Regulated Electric,Utilities
SLVM,51.37,Paper & Paper Products,Basic Materials
FBIN,51.32,Building Products & Equipment,Industrials
ISBA,51.3,Banks - Regional,Financial Services
ZWS,51.3,Pollution & Treatment Controls,Industrials
GBCI,51.29,Banks - Regional,Financial Services
BLX,51.17,Banks - Regional,Financial Services
LUV,51.11,Airlines,Industrials
DAR,50.96,Packaged Foods,Consumer Defensive
AD,50.88,Telecom Services,Communication Services
SUPN,50.84,Drug Manufacturers - Specialty & Generic,Healthcare
USOI,50.59,Unknown,Unknown
EMO,50.5,Asset Management,Financial Services
QGEN,50.41,Diagnostics & Research,Healthcare
SLB,50.39,Oil & Gas Equipment & Services,Energy
NWN,50.35,Utilities - Regulated Gas,Utilities
TCBK,50.3,Banks - Regional,Financial Services
KGS,50.28,Oil & Gas Equipment & Services,Energy
DD,50.22,Specialty Chemicals,Basic Materials
OZ,50.2,Real Estate - Development,Real Estate
FET,50.2,Oil & Gas Equipment & Services,Energy
BBW,50.14,Specialty Retail,Consumer Cyclical
FE,50.1,Utilities - Regulated Electric,Utilities
AMCR,50.09,Packaging & Containers,Consumer Cyclical
CAC,50.09,Banks - Regional,Financial Services
SNV,50.05,Banks - Regional,Financial Services
HNI,50.03,"Furnishings, Fixtures & Appliances",Consumer Cyclical
KF,50.0,Asset Management,Financial Services
